activity_total_area_hectares,property_area,well_count,sprinklers_count,sprinklers_count_kw,well_irrigation_type_1.0,well_possession_type_1,well_is_active_1,activity_irrigation_type_1.0,activity_type_2.0,farm_main_crop_type_1.0,well_irrigation_source_2,activity_unique_crop_types_count,activity_productive_trees_count,well_irrigation_type_1.0_percentage,activity_irrigation_source_2.0,well_irrigation_source_1,well_irrigation_type_3.0_percentage,activity_status_1,activity_protected_house_type_1.0,activity_count,activity_irrigation_type_2.0,area_class,trees_per_hectare,irrigation_intensity,well_density,area_per_activity
51.661421038337465,756880.0214034357,1.0,1.0,25.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,226.0,1.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,1,4.374637697872993,0.0,0.019356803972889348,12.915355259584366
